idtyp,idsubj,sequencePC,period,belief,contribution,subject,idsess,group,otherscontrib,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,u,predictedcontribution,half
4,320,0,3,11,0,20,3,4,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,1
2,303,0,3,10,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,304,0,4,5,2,4,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,307,0,4,14,20,7,3,4,1,0,1,3,3,4,4,4,5,4,4,5,6,6,6,5,4,4,4,3,2,0,3,5,1
1,316,0,4,10,0,16,3,4,7,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,1
1,301,0,4,8,0,1,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,1
1,319,0,5,8,0,19,3,4,12,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,1
3,311,0,5,12,7,11,3,4,10,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,8,1
1,302,0,5,16,20,2,3,4,6,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,0,20,1
1,315,0,5,6,10,15,3,4,9,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,5,1
3,307,0,6,6,5,7,3,4,4,0,1,3,3,4,4,4,5,4,4,5,6,6,6,5,4,4,4,3,2,0,3,4,2
1,310,0,6,0,0,10,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,2
1,317,0,6,8,1,17,3,4,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
4,306,0,6,7,11,6,3,4,2,11,2,3,4,5,6,11,12,13,11,18,0,16,9,9,3,10,11,18,9,10,8,12,2
1,310,0,7,0,0,10,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,2
1,316,0,7,5,0,16,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,2
1,314,0,7,5,3,14,3,4,0,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,5,2
2,305,0,7,6,0,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,307,0,8,4,3,7,3,4,3,0,1,3,3,4,4,4,5,4,4,5,6,6,6,5,4,4,4,3,2,0,3,4,2
1,312,0,8,4,4,12,3,4,2,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,2,2
1,309,0,8,4,4,9,3,4,2,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,5,2
1,302,0,8,3,0,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,0,0,2
1,310,0,9,1,0,10,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,2
1,314,0,9,3,3,14,3,4,1,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,2,2
2,304,0,9,5,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,320,0,9,5,0,20,3,4,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,2
1,302,0,10,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,0,0,2
1,317,0,10,4,1,17,3,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
4,320,0,10,3,0,20,3,4,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,2
1,314,0,10,5,1,14,3,4,0,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,5,2
1,315,0,1,7,8,15,3,5,8,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,6,1
3,307,0,1,3,17,7,3,5,5,0,1,3,3,4,4,4,5,4,4,5,6,6,6,5,4,4,4,3,2,0,3,3,1
2,304,0,1,9,8,4,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,303,0,1,13,0,3,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,302,0,2,18,20,2,3,5,9,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,0,20,1
3,318,0,2,13,16,18,3,5,10,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,0,1
3,311,0,2,12,10,11,3,5,12,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,8,1
2,303,0,2,9,0,3,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,301,0,3,8,0,1,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,1
2,313,0,3,15,20,13,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1
1,309,0,3,6,6,9,3,5,7,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,1
2,308,0,3,20,0,8,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,317,0,4,7,1,17,3,5,14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,311,0,4,9,5,11,3,5,13,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,9,1
1,310,0,4,13,20,10,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,1
4,306,0,4,9,18,6,3,5,9,11,2,3,4,5,6,11,12,13,11,18,0,16,9,9,3,10,11,18,9,10,8,11,1
2,304,0,5,5,3,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,308,0,5,10,0,8,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,318,0,5,6,0,18,3,5,2,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,3,1
4,306,0,5,5,2,6,3,5,1,11,2,3,4,5,6,11,12,13,11,18,0,16,9,9,3,10,11,18,9,10,8,6,1
3,318,0,6,5,5,18,3,5,5,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,3,2
1,319,0,6,10,3,19,3,5,6,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,2
3,311,0,6,11,10,11,3,5,3,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,9,2
1,314,0,6,5,2,14,3,5,6,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,5,2
1,301,0,7,5,0,1,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,2
1,319,0,7,10,12,19,3,5,1,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,2
3,311,0,7,5,0,11,3,5,5,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,5,2
1,312,0,7,6,3,12,3,5,4,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,4,2
1,310,0,8,0,0,10,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,2
1,301,0,8,5,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,2
3,318,0,8,2,2,18,3,5,0,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,2,2
2,308,0,8,2,0,8,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,303,0,9,0,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,306,0,9,8,20,6,3,5,2,11,2,3,4,5,6,11,12,13,11,18,0,16,9,9,3,10,11,18,9,10,8,13,2
1,309,0,9,4,5,9,3,5,7,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,5,2
3,318,0,9,2,0,18,3,5,8,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,2,2
3,318,0,10,4,0,18,3,5,2,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,3,2
2,304,0,10,4,0,4,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,315,0,10,2,1,15,3,5,2,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,1,2
4,306,0,10,5,5,6,3,5,0,11,2,3,4,5,6,11,12,13,11,18,0,16,9,9,3,10,11,18,9,10,8,6,2
1,413,0,1,11,15,13,4,1,15,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,7,1
2,417,0,1,15,15,17,4,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
4,401,0,1,20,20,1,4,1,13,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,20,1
1,414,0,1,10,10,14,4,1,17,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,5,1
3,416,0,2,12,12,16,4,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,405,0,2,20,20,5,4,1,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,20,1
2,408,0,2,8,0,8,4,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,420,0,2,10,10,20,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,408,0,3,12,0,8,4,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,417,0,3,15,17,17,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
1,413,0,3,11,15,13,4,1,9,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,7,1
2,420,0,3,10,10,20,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,410,0,4,8,0,10,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,423,0,4,11,10,23,4,1,2,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,9,1
1,418,0,4,20,2,18,4,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,10,1
1,409,0,4,10,5,9,4,1,4,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,1
2,420,0,5,10,10,20,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,401,0,5,1,0,1,4,1,5,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,0,1
2,417,0,5,2,4,17,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
1,423,0,5,7,0,23,4,1,5,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,5,1
2,422,0,6,5,0,22,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,410,0,6,4,0,10,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,404,0,6,10,12,4,4,1,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,2
1,407,0,6,20,20,7,4,1,4,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,7,2
1,412,0,7,2,2,12,4,1,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,2,2
1,405,0,7,3,18,5,4,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,3,2
1,419,0,7,3,0,19,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1,402,0,7,5,5,2,4,1,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,5,2
1,405,0,8,3,2,5,4,1,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,3,2
1,414,0,8,8,5,14,4,1,7,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,4,2
1,413,0,8,6,15,13,4,1,3,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,4,2
1,412,0,8,3,3,12,4,1,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,3,2
2,408,0,9,5,0,8,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,403,0,9,5,2,3,4,1,4,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,3,2
1,412,0,9,7,5,12,4,1,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,7,2
2,420,0,9,8,8,20,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,412,0,10,3,2,12,4,1,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,3,2
1,406,0,10,3,1,6,4,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,3,2
1,419,0,10,3,0,19,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
3,424,0,10,5,0,24,4,1,1,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,5,2
1,403,0,1,7,0,3,4,2,4,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,7,1
3,416,0,1,9,10,16,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,412,0,1,5,2,12,4,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,5,1
1,411,0,1,7,0,11,4,2,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,7,1
2,417,0,2,10,12,17,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
1,413,0,2,13,15,13,4,2,9,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,8,1
3,424,0,2,8,10,24,4,2,11,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,8,1
1,402,0,2,8,5,2,4,2,12,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,8,1
1,409,0,3,5,0,9,4,2,13,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,1
1,402,0,3,10,8,2,4,2,11,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,10,1
1,421,0,3,11,12,21,4,2,9,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,10,1
1,407,0,3,13,20,7,4,2,7,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,5,1
4,401,0,4,5,8,1,4,2,0,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,7,1
1,411,0,4,6,0,11,4,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,6,1
1,406,0,4,8,1,6,4,2,3,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,8,1
2,408,0,4,14,0,8,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,412,0,5,7,4,12,4,2,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,7,1
3,424,0,5,10,10,24,4,2,3,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,10,1
1,415,0,5,8,2,15,4,2,5,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,15,1
1,403,0,5,6,2,3,4,2,5,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,5,1
4,401,0,6,8,10,1,4,2,5,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,8,2
1,414,0,6,9,12,14,4,2,5,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,5,2
1,406,0,6,3,1,6,4,2,8,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,3,2
1,423,0,6,4,3,23,4,2,8,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,2,2
4,401,0,7,6,14,1,4,2,7,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,6,2
1,415,0,7,3,2,15,4,2,11,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,9,2
2,420,0,7,6,10,20,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,418,0,7,15,10,18,4,2,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,5,2
1,421,0,8,6,8,21,4,2,7,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,6,2
3,416,0,8,6,0,16,4,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,410,0,8,10,0,10,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,409,0,8,4,20,9,4,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,2
1,405,0,9,6,2,5,4,2,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,6,2
3,424,0,9,8,10,24,4,2,6,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,8,2
4,401,0,9,10,16,1,4,2,4,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,15,2
1,418,0,9,5,1,18,4,2,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,1,2
1,421,0,10,5,5,21,4,2,5,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,5,2
1,409,0,10,3,0,9,4,2,7,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,2
1,404,0,10,7,0,4,4,2,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,7,2
1,413,0,10,6,15,13,4,2,2,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,4,2
2,410,0,1,10,10,10,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,406,0,1,10,20,6,4,3,5,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,10,1
1,415,0,1,6,5,15,4,3,10,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,11,1
1,418,0,1,10,1,18,4,3,12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,1,1
1,403,0,2,5,2,3,4,3,4,0,0,0,1,2,3,5,7,5,10,12,13,15,16,17,17,18,18,19,19,20,12,3,1
1,418,0,2,15,1,18,4,3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,5,1
1,419,0,2,7,5,19,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,409,0,2,12,5,9,4,3,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,5,1
2,410,0,3,7,0,10,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,412,0,3,5,3,12,4,3,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,2,5,1
1,415,0,3,12,3,15,4,3,8,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,16,1
1,404,0,3,15,20,4,4,3,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,15,1
3,416,0,4,10,1,16,4,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,407,0,4,20,20,7,4,3,5,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,7,1
1,421,0,4,11,12,21,4,3,8,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,10,1
1,415,0,4,8,3,15,4,3,11,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,15,1
1,406,0,5,3,1,6,4,3,3,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,3,1
1,421,0,5,9,10,21,4,3,0,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,9,1
3,416,0,5,11,0,16,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,408,0,5,8,0,8,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,420,0,6,10,0,20,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,413,0,6,7,10,13,4,3,1,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,4,2
1,402,0,6,5,3,2,4,3,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,5,2
1,419,0,6,3,0,19,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1,406,0,7,7,1,6,4,3,2,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,7,2
2,417,0,7,1,1,17,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
1,409,0,7,9,4,9,4,3,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,20,20,20,2,0,2
2,422,0,7,7,0,22,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,402,0,8,8,5,2,4,3,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,8,2
1,415,0,8,6,2,15,4,3,6,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,11,2
1,404,0,8,7,10,4,4,3,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,7,2
1,418,0,8,15,2,18,4,3,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,5,2
1,413,0,9,6,15,13,4,3,7,0,0,1,2,2,3,4,4,5,6,6,7,8,8,9,10,10,11,12,12,13,15,4,2
2,422,0,9,10,0,22,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,407,0,9,15,15,7,4,3,7,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,10,5,2
1,414,0,9,8,5,14,4,3,10,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,4,2
2,417,0,10,3,1,17,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
2,410,0,10,10,0,10,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,411,0,10,2,0,11,4,3,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,2,2
1,414,0,10,9,1,14,4,3,0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,20,12,5,2
2,422,0,1,10,0,22,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,420,0,1,10,10,20,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,421,0,1,8,9,21,4,4,10,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,8,1
1,405,0,1,20,20,5,4,4,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,20,1
4,401,0,2,10,10,1,4,4,16,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,15,1
1,404,0,2,15,18,4,4,4,13,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,15,1
1,406,0,2,12,20,6,4,4,12,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,12,1
1,415,0,2,9,9,15,4,4,16,3,7,10,9,10,8,11,14,15,15,16,16,16,16,18,18,18,18,19,19,20,8,15,1
4,401,0,3,12,10,1,4,4,1,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,12,1
1,406,0,3,12,1,6,4,4,4,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,12,1
2,422,0,3,7,0,22,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,419,0,3,4,2,19,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,402,0,4,9,5,2,4,4,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,9,1
2,417,0,4,7,8,17,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
